pmid,gene,doi,title,abstract,year,keywords,pubmed_count
34335705,TPX2,10.3389/fgene.2021.717557,Prediction of Disease Genes Based on Stage-Specific Gene Regulatory Networks in Breast Cancer.,"Breast cancer is one of the most common malignant tumors in women, which seriously endangers women's health. Great advances have been made over the last decades, however, most studies predict driver genes of breast cancer using biological experiments and/or computational methods, regardless of stage information. In this study, we propose a computational framework to predict the disease genes of breast cancer based on stage-specific gene regulatory networks. Firstly, we screen out differentially expressed genes and hypomethylated/hypermethylated genes by comparing tumor samples with corresponding normal samples. Secondly, we construct three stage-specific gene regulatory networks by integrating RNA-seq profiles and TF-target pairs, and apply WGCNA to detect modules from these networks. Subsequently, we perform network topological analysis and gene set enrichment analysis. Finally, the key genes of specific modules for each stage are screened as candidate disease genes. We obtain seven stage-specific modules, and identify 20, 12, and 22 key genes for three stages, respectively. Furthermore, 55%, 83%, and 64% of the genes are associated with breast cancer, for example <i>E2F2</i>, <i>E2F8</i>, <i>TPX2</i>, <i>BUB1</i>, and <i>CKAP2L</i>. So it may be of great importance for further verification by cancer experts.",2021,DNA methylation; WGCNA; breast cancer; differentially expressed genes; stage-specific gene regulatory networks,13
34031527,TPX2,10.1038/s42003-021-02125-x,Integrated genomics and comprehensive validation reveal drivers of genomic evolution in esophageal adenocarcinoma.,"Esophageal adenocarcinoma (EAC) is associated with a marked genomic instability, which underlies disease progression and development of resistance to treatment. In this study, we used an integrated genomics approach to identify a genomic instability signature. Here we show that elevated expression of this signature correlates with poor survival in EAC as well as three other cancers. Knockout and overexpression screens establish the relevance of these genes to genomic instability. Indepth evaluation of three genes (TTK, TPX2 and RAD54B) confirms their role in genomic instability and tumor growth. Mutational signatures identified by whole genome sequencing and functional studies demonstrate that DNA damage and homologous recombination are common mechanisms of genomic instability induced by these genes. Our data suggest that the inhibitors of TTK and possibly other genes identified in this study have potential to inhibit/reduce growth and spontaneous as well as chemotherapy-induced genomic instability in EAC and possibly other cancers.",2021,"Adenocarcinoma; Animals; Apoptosis; Biomarkers, Tumor; Cell Proliferation; Esophageal Neoplasms; Evolution, Molecular; Female; Gene Expression Regulation, Neoplastic; Genomic Instability; Genomics; Humans; Mice; Mice, Inbred BALB C; Mice, SCID; Mutation; Prognosis; Survival Rate; Tumor Cells, Cultured; Whole Genome Sequencing; Xenograft Model Antitumor Assays",13
33665229,TPX2,10.1016/j.omtm.2021.01.013,"Molecular subtyping and functional validation of TTK, TPX2, UBE2C, and LRP8 in sensitivity of TNBC to paclitaxel.","Triple-negative breast cancer (TNBC) patients exhibit variable responses to chemotherapy, suggesting an underlying molecular heterogeneity. In the current study, we analyzed publicly available transcriptome data from 360 TNBC and 88 normal breast tissues, which revealed activation of nucleosome and cell cycle as the hallmarks of TNBC. Mechanistic network analysis identified activation of FOXM1 and ERBB2, and suppression of TP53 and NURP1 networks in TNBC. Employing Iterative Clustering and Guide-gene Selection (ICGS), Uniform Manifold Approximation and Projection (UMAP), and dimensionality reduction analyses, we classified TNBC into seven molecular subtypes, each exhibiting a unique molecular signature, including immune infiltration (CD19, CD8, and macrophages) and mesenchymal signature, which correlated with variable disease outcomes in a larger cohort (1,070) of BC. Mechanistically, depletion of <i>TTK</i>, <i>TPX2</i>, <i>UBE2C</i>, <i>CDCA7</i>, <i>MELK</i>, <i>NFE2L3</i>, <i>DDX39A</i>, and <i>LRP8</i> led to substantial inhibition of colony formation of TNBC models, which was further enhanced in the presence of paclitaxel. Our data provide novel insights into the molecular heterogeneity of TNBC and identified <i>TTK</i>, <i>TPX2</i>, <i>UBE2C</i>, and <i>LRP8</i> as main drivers of TNBC tumorigenesis.",2021,LRP8; TNBC; TPX2; TTK; UBE2C; bioinformatics; classification; gene signature; heterogeneity; transcriptome,13
31553483,TPX2,10.1111/cas.14202,Driver gene alterations and activated signaling pathways toward malignant progression of gastrointestinal stromal tumors.,"Mutually exclusive KIT and PDGFRA mutations are considered to be the earliest events in gastrointestinal stromal tumors (GIST), but insufficient for their malignant progression. Herein, we aimed to identify driver genes and signaling pathways relevant to GIST progression. We investigated genetic profiles of 707 driver genes, including mutations, gene fusions, copy number gain or loss, and gene expression for 65 clinical specimens of surgically dissected GIST, consisting of six metastatic tumors and 59 primary tumors from stomach, small intestine, rectum, and esophagus. Genetic alterations included oncogenic mutations and amplification-dependent expression enhancement for oncogenes (OG), and loss of heterozygosity (LOH) and expression reduction for tumor suppressor genes (TSG). We assigned activated OG and inactivated TSG to 27 signaling pathways, the activation of which was compared between malignant GIST (metastasis and high-risk GIST) and less malignant GIST (low- and very low-risk GIST). Integrative molecular profiling indicated that a greater incidence of genetic alterations of driver genes was detected in malignant GIST (96%, 22 of 23) than in less malignant GIST (73%, 24 of 33). Malignant GIST samples groups showed mutations, LOH, and aberrant expression dominantly in driver genes associated with signaling pathways of PI3K (PIK3CA, AKT1, and PTEN) and the cell cycle (RB1, CDK4, and CDKN1B). Additionally, we identified potential PI3K-related genes, the expression of which was upregulated (SNAI1 and TPX2) or downregulated (BANK1) in malignant GIST. Based on our observations, we propose that inhibition of PI3K pathway signals might potentially be an effective therapeutic strategy against malignant progression of GIST.",2019,"PI3K; driver gene; integrative molecular profiling; malignant GIST; signaling pathway; Disease Progression; Gastrointestinal Neoplasms; Gastrointestinal Stromal Tumors; Genes, Tumor Suppressor; Humans; Loss of Heterozygosity; Mutation; Oncogenes; Phosphatidylinositol 3-Kinases; Receptor, Platelet-Derived Growth Factor alpha; Signal Transduction",13
30665374,TPX2,10.1186/s12885-019-5290-4,CCNE1 amplification is associated with poor prognosis in patients with triple negative breast cancer.,"Triple negative breast cancer (TNBC) is aggressive with limited treatment options upon recurrence. Molecular discordance between primary and metastatic TNBC has been observed, but the degree of biological heterogeneity has not been fully explored. Furthermore, genomic evolution through treatment is poorly understood. In this study, we aim to characterize the genomic changes between paired primary and metastatic TNBCs through transcriptomic and genomic profiling, and to identify genomic alterations which may contribute to chemotherapy resistance. Genomic alterations and mRNA expression of 10 paired primary and metastatic TNBCs were determined through targeted sequencing, microarray analysis, and RNA sequencing. Commonly mutated genes, as well as differentially expressed and co-expressed genes were identified. We further explored the clinical relevance of differentially expressed genes between primary and metastatic tumors to patient survival using large public datasets. Through gene expression profiling, we observed a shift in TNBC subtype classifications between primary and metastatic TNBCs. A panel of eight cancer driver genes (CCNE1, TPX2, ELF3, FANCL, JAK2, GSK3B, CEP76, and SYK) were differentially expressed in recurrent TNBCs, and were also overexpressed in TCGA and METABRIC. CCNE1 and TPX2 were co-overexpressed in TNBCs. DNA mutation profiling showed that multiple mutations occurred in genes comprising a number of potentially targetable pathways including PI3K/AKT/mTOR, RAS/MAPK, cell cycle, and growth factor receptor signaling, reaffirming the wide heterogeneity of mechanisms driving TNBC. CCNE1 amplification was associated with poor overall survival in patients with metastatic TNBC. CCNE1 amplification may confer resistance to chemotherapy and is associated with poor overall survival in TNBC.",2019,"Amplification; CCNE1; Triple negative breast cancer; Adult; Aged; Cyclin E; Drug Resistance, Neoplasm; Female; Gene Amplification; Gene Expression Profiling; Genetic Predisposition to Disease; Humans; Middle Aged; Oncogene Proteins; Prognosis; Survival Analysis; Triple Negative Breast Neoplasms; Exome Sequencing",13
29088801,TPX2,10.18632/oncotarget.20157,"<i>FAM83D</i>, a microtubule-associated protein, promotes tumor growth and progression of human gastric cancer.","<i>FAM83D</i>, a microtubule-associated protein (MAP), is overexpressed in diverse types of human cancer. The expression and critical role of <i>FAM83D</i> in human gastric cancer (GC), however, remains largely unknown. Here, we conducted molecular, cellular and clinical analyses to evaluate the functional link of <i>FAM83D</i> to GC. <i>FAM83D</i> expression was elevated in gastric tumors, and its expression strongly correlated with lymph node metastasis and TNM stage. In addition, over-expression of <i>FAM83D</i> in GC cell lines enhanced cell proliferation, cycle progression, migration, invasion, as well as tumor growth and metastatic dissemination <i>in vivo</i>. Furthermore, <i>FAM83D</i> exhibited a strong cell cycle correlated expression. The knockdown of <i>FAM83D</i> inhibited the regrowth of microtubules in GC cells. FAM83D was co-immunoprecipitated with HMMR, TPX2, and AURKA, a set of drivers of mitosis progression. Taken together, our results demonstrate <i>FAM83D</i> as an important player in the development of human gastric cancer, and as a potential therapeutic target for the treatment of cancer.",2019,FAM83D; HMMR; TPX2; gastric cancer; proliferation,13
27624071,TPX2,10.1093/carcin/bgw097,Aurora kinase-A overexpression in mouse mammary epithelium induces mammary adenocarcinomas harboring genetic alterations shared with human breast cancer.,"Recent data from The Cancer Genome Atlas analysis have revealed that Aurora kinase A (AURKA) amplification and overexpression characterize a distinct subset of human tumors across multiple cancer types. Although elevated expression of AURKA has been shown to induce oncogenic phenotypes in cells in vitro, findings from transgenic mouse models of Aurora-A overexpression in mammary glands have been distinct depending on the models generated. In the present study, we report that prolonged overexpression of AURKA transgene in mammary epithelium driven by ovine &#x3b2;-lactoglobulin promoter, activated through multiple pregnancy and lactation cycles, results in the development of mammary adenocarcinomas with alterations in cancer-relevant genes and epithelial-to-mesenchymal transition. The tumor incidence was 38.9% (7/18) in Aurora-A transgenic mice at 16 months of age following 4-5 pregnancy cycles. Aurora-A overexpression in the tumor tissues accompanied activation of Akt, elevation of Cyclin D1, Tpx2 and Plk1 along with downregulation of ER&#x3b1; and p53 proteins, albeit at varying levels. Microarray comparative genomic hybridization (CGH) analyses of transgenic mouse mammary adenocarcinomas revealed copy gain of Glp1r and losses of Ercc5, Pten and Tcf7l2 loci. Review of human breast tumor transcriptomic data sets showed association of these genes at varying levels with Aurora-A gain of function alterations. Whole exome sequencing of the mouse tumors also identified gene mutations detected in Aurora-A overexpressing human breast cancers. Our findings demonstrate that prolonged overexpression of Aurora-A can be a driver somatic genetic event in mammary adenocarcinomas associated with deregulated tumor-relevant pathways in the Aurora-A subset of human breast cancer.",2017,"Adenocarcinoma; Animals; Aurora Kinase A; Biomarkers, Tumor; Breast Neoplasms; Epithelium; Female; Gene Expression Regulation, Neoplastic; Humans; Mammary Glands, Animal; Mammary Neoplasms, Animal; Mice; Neoplasm Proteins; Pregnancy",13
25632068,TPX2,10.1093/annonc/mdv034,The AURKA/TPX2 axis drives colon tumorigenesis cooperatively with MYC.,"The MYC oncogene has long been established as a central driver in many types of human cancers including colorectal cancer. However, the realization of MYC-targeting therapies remains elusive; as a result, synthetic lethal therapeutic approaches are alternatively being explored. A synthetic lethal therapeutic approach aims to kill MYC-driven tumors by targeting a certain co-regulator on the MYC pathway. We analyzed copy number and expression profiles from 130 colorectal cancer tumors together with publicly available datasets to identify co-regulators on the MYC pathway. Candidates were functionally tested by in vitro assays using colorectal cancer and normal fibroblast cell lines. Additionally, survival analyses were carried out on another 159 colorectal cancer patients and public datasets. Our in silico screening identified two MYC co-regulator candidates, AURKA and TPX2, which are interacting mitotic regulators located on chromosome 20q. We found the two candidates showed frequent co-amplification with the MYC locus while expression levels of MYC and the two genes were positively correlated with those of MYC downstream target genes across multiple cancer types. In vitro, the aberrant expression of MYC, AURKA and TPX2 resulted in more aggressive anchorage-independent growth in normal fibroblast cells. Furthermore, knockdown of AURKA or TPX2, or treatment with an AURKA-specific inhibitor effectively suppressed the proliferation of MYC-expressing colorectal cancer cells. Additionally, combined high expression of MYC, AURKA and TPX2 proved to be a poor prognostic indicator of colorectal cancer patient survival. Through bioinformatic analyses and experiments, we proposed TPX2 and AURKA as novel co-regulators on the MYC pathway. Inhibiting the AURKA/TPX2 axis would be a novel synthetic lethal therapeutic approach for MYC-driven cancers.",2016,"AURKA; MYC; TPX2; co-amplification; synthetic lethality; Antineoplastic Agents; Aurora Kinase A; Cell Cycle Proteins; Cell Proliferation; Cell Survival; Chromosomes, Human, Pair 20; Chromosomes, Human, Pair 8; Colorectal Neoplasms; Computational Biology; Gene Amplification; Gene Dosage; Gene Expression Profiling; Gene Expression Regulation, Neoplastic; Gene Knockdown Techniques; HCT116 Cells; Humans; Microtubule-Associated Proteins; Nuclear Proteins; Prognosis; Protein Kinase Inhibitors; Proto-Oncogene Proteins c-myc; RNA Interference; Signal Transduction; Survival Analysis; Time Factors; Transfection",13
22207630,TPX2,10.1136/gutjnl-2011-301153,TPX2 and AURKA promote 20q amplicon-driven colorectal adenoma to carcinoma progression.,"Progression of a colorectal adenoma to invasive cancer occurs in a minority of adenomas and is the most crucial step in colorectal cancer pathogenesis. In the majority of cases, this is associated with gain of a substantial part of chromosome 20q, indicating that multiple genes on the 20q amplicon may drive carcinogenesis. The aim of this study was to identify genes located on the 20q amplicon that promote progression of colorectal adenoma to carcinoma. Functional assays were performed for 32 candidate driver genes for which a positive correlation between 20q DNA copy number and mRNA expression had been demonstrated. Effects of gene knockdown on cell viability, anchorage-independent growth, and invasion were analysed in colorectal cancer cell lines with 20q gain. Colorectal tumour protein expression was examined by immunohistochemical staining of tissue microarrays. TPX2, AURKA, CSE1L, DIDO1, HM13, TCFL5, SLC17A9, RBM39 and PRPF6 affected cell viability and/or anchorage-independent growth. Chromosome 20q DNA copy number status correlated significantly with TPX2 and AURKA protein levels in a series of colorectal adenomas and carcinomas. Moreover, downmodulation of TPX2 and AURKA was shown to inhibit invasion. These data identify TPX2 (20q11) and AURKA (20q13.2) as two genes located on distinct regions of chromosome 20q that promote 20q amplicon-driven progression of colorectal adenoma to carcinoma. Therefore the selection advantage imposed by 20q gain in tumour progression is achieved by gain-of-function of multiple cancer-related genes-knowledge that can be translated into novel tests for early diagnosis of progressive adenomas.",2012,"Adenocarcinoma; Adenoma; Aurora Kinase A; Aurora Kinases; Biopsy, Needle; Cell Cycle Proteins; Cell Transformation, Neoplastic; Chromosomes, Human, Pair 20; Colorectal Neoplasms; DNA Copy Number Variations; Disease Progression; Female; Gene Amplification; Gene Expression Regulation, Neoplastic; Humans; Immunohistochemistry; Male; Microtubule-Associated Proteins; Nuclear Proteins; Protein Serine-Threonine Kinases; RNA, Neoplasm; Sampling Studies; Sensitivity and Specificity; Tumor Cells, Cultured",13
21103391,TPX2,10.1371/journal.pone.0015498,Amplicon-dependent CCNE1 expression is critical for clonogenic survival after cisplatin treatment and is correlated with 20q11 gain in ovarian cancer.,"Genomic amplification of 19q12 occurs in several cancer types including ovarian cancer where it is associated with primary treatment failure. We systematically attenuated expression of genes within the minimally defined 19q12 region in ovarian cell lines using short-interfering RNAs (siRNA) to identify driver oncogene(s) within the amplicon. Knockdown of CCNE1 resulted in G1/S phase arrest, reduced cell viability and apoptosis only in amplification-carrying cells. Although CCNE1 knockdown increased cisplatin resistance in short-term assays, clonogenic survival was inhibited after treatment. Gain of 20q11 was highly correlated with 19q12 amplification and spanned a 2.5 Mb region including TPX2, a centromeric protein required for mitotic spindle function. Expression of TPX2 was highly correlated with gene amplification and with CCNE1 expression in primary tumors. siRNA inhibition of TPX2 reduced cell viability but this effect was not amplicon-dependent. These findings demonstrate that CCNE1 is a key driver in the 19q12 amplicon required for survival and clonogenicity in cells with locus amplification. Co-amplification at 19q12 and 20q11 implies the presence of a cooperative mutational network. These observations have implications for the application of targeted therapies in CCNE1 dependent ovarian cancers.",2011,"Antineoplastic Agents; Blotting, Western; Cell Cycle; Cell Line, Tumor; Cell Survival; Chromosome Aberrations; Chromosomes, Human, Pair 19; Chromosomes, Human, Pair 20; Cisplatin; Cyclin E; Dose-Response Relationship, Drug; Female; Gene Amplification; Humans; Oncogene Proteins; Ovarian Neoplasms; RNA Interference; Reverse Transcriptase Polymerase Chain Reaction",13
20386695,TPX2,10.1371/journal.pone.0009983,Identification of candidate growth promoting genes in ovarian cancer through integrated copy number and expression analysis.,"Ovarian cancer is a disease characterised by complex genomic rearrangements but the majority of the genes that are the target of these alterations remain unidentified. Cataloguing these target genes will provide useful insights into the disease etiology and may provide an opportunity to develop novel diagnostic and therapeutic interventions. High resolution genome wide copy number and matching expression data from 68 primary epithelial ovarian carcinomas of various histotypes was integrated to identify genes in regions of most frequent amplification with the strongest correlation with expression and copy number. Regions on chromosomes 3, 7, 8, and 20 were most frequently increased in copy number (&gt; 40% of samples). Within these regions, 703/1370 (51%) unique gene expression probesets were differentially expressed when samples with gain were compared to samples without gain. 30% of these differentially expressed probesets also showed a strong positive correlation (r &gt; or =0.6) between expression and copy number. We also identified 21 regions of high amplitude copy number gain, in which 32 known protein coding genes showed a strong positive correlation between expression and copy number. Overall, our data validates previously known ovarian cancer genes, such as ERBB2, and also identified novel potential drivers such as MYNN, PUF60 and TPX2.",2011,"Cell Cycle Proteins; Chromosomes; DNA-Binding Proteins; Female; Gene Dosage; Gene Expression Profiling; Genes, erbB-2; Humans; Kruppel-Like Transcription Factors; Microtubule-Associated Proteins; Nuclear Proteins; Ovarian Neoplasms; Transcription Factors",13
32193367,MCM4,10.12659/MSM.920826,Experimental Study of Somatic Variants of Osteosarcoma by Whole-Exome Sequencing.,"BACKGROUND This study aimed to investigate the role of gene mutation site distribution, biological function, pathway enrichment, and gene association analysis in the occurrence, development, and migration of osteosarcoma. MATERIAL AND METHODS Somatic mutation screening was performed using the whole-exome sequencing of osteosarcoma samples, and the distribution of mutations was demonstrated by Circos diagrams. Metascape was used to analyze the GO and KEGG signal pathway enrichment of the genes harboring protein coding alterations, and GeneMANIA was used to analyze the interaction of mutated genes. RESULTS The results showed that the protein coding alterations were found throughout the whole genome in 3 osteosarcoma samples. A large number of identical or related biological processes and pathways were found in osteosarcoma samples. The GeneMANIA analysis of the 10 mutations shared by 3 samples showed that the target gene minichromosome maintenance complex component 4 (MCM4) and 3 lateral genes were most functional, and were all related to DNA replication. The analysis of GO and KEGG signal pathway enrichment showed that the mutated genes were involved mainly in tumor-related metabolic pathways. Three mutated genes were involved in the cell process, and 2 mutated genes were involved in the metabolic process. Known driver gene mutations were also observed in the samples. CONCLUSIONS The gene analysis confirmed that patients with osteosarcoma had a wide range of common gene mutations related to each other, which are involved in tumor-related metabolic pathways. These findings provide a basis for further gene-targeted therapy and pathway research.",2020,Bone Neoplasms; High-Throughput Nucleotide Sequencing; Humans; Mutation; Osteosarcoma; Signal Transduction; Exome Sequencing,3
29084003,MCM4,10.1097/CAD.0000000000000571,A genome-wide comprehensive analysis of alterations in driver genes in non-small-cell lung cancer.,"Lung cancer is one of the most common malignancies and the leading cause of cancer-related deaths worldwide. Although many oncogenes and tumor suppressors have been uncovered in the past decades, the pathogenesis and mechanisms of lung tumorigenesis and progression are unclear. The advancement of high-throughput sequencing technique and bioinformatics methods has led to the discovery of some unknown important protein-coding genes or noncoding RNAs in human cancers. In this study, we tried to identify and validate lung cancer driver genes to facilitate the diagnosis and individualized treatment of patients with this disease. To analyze distinct gene profile in lung cancer, the RNA sequencing data from TCGA and microarray data from Gene Expression Omnibus were used. Then, shRNA-pooled screen data and CRISPR-Cas9-based screen data in lung cancer cells were used to validate the functional roles of identified genes. We found that thousands of gene expression patterns are altered in lung cancer, and genomic alterations contribute to the dysregulation of these genes. Furthermore, we identified some potential lung cancer driver genes, such as TBX2, MCM4, SLC2A1, BIRC5, and CDC20, whose expression is significantly upregulated in lung cancer, and the copy number of these genes is amplified in the genome of patients with lung cancer. More importantly, overexpression of these genes is associated with poorer survival of patients with lung cancer, and knockdown or knockout of these genes results in decreased cell proliferation in lung cancer cells. Taken together, the genomewide comprehensive analysis combined with screen data analyses may provide a valuable help for identifying cancer driver genes for diagnosis and prevention of patients with lung cancer.",2018,"Carcinoma, Non-Small-Cell Lung; Clustered Regularly Interspaced Short Palindromic Repeats; Databases, Genetic; Genome, Human; Humans; Lung Neoplasms; Oligonucleotide Array Sequence Analysis; RNA, Neoplasm; RNA, Small Interfering; Transcriptome",3
22454324,MCM4,10.1002/gcc.21956,Identification of osteosarcoma driver genes by integrative analysis of copy number and gene expression data.,"High-grade osteosarcoma is a tumor with a complex genomic profile, occurring primarily in adolescents with a second peak at middle age. The extensive genomic alterations obscure the identification of genes driving tumorigenesis during osteosarcoma development. To identify such driver genes, we integrated DNA copy number profiles (Affymetrix SNP 6.0) of 32 diagnostic biopsies with 84 expression profiles (Illumina Human-6 v2.0) of high-grade osteosarcoma as compared with its putative progenitor cells, i.e., mesenchymal stem cells (n = 12) or osteoblasts (n = 3). In addition, we performed paired analyses between copy number and expression profiles of a subset of 29 patients for which both DNA and mRNA profiles were available. Integrative analyses were performed in Nexus Copy Number software and statistical language R. Paired analyses were performed on all probes detecting significantly differentially expressed genes in corresponding LIMMA analyses. For both nonpaired and paired analyses, copy number aberration frequency was set to &gt;35%. Nonpaired and paired integrative analyses resulted in 45 and 101 genes, respectively, which were present in both analyses using different control sets. Paired analyses detected &gt;90% of all genes found with the corresponding nonpaired analyses. Remarkably, approximately twice as many genes as found in the corresponding nonpaired analyses were detected. Affected genes were intersected with differentially expressed genes in osteosarcoma cell lines, resulting in 31 new osteosarcoma driver genes. Cell division related genes, such as MCM4 and LATS2, were overrepresented and genomic instability was predictive for metastasis-free survival, suggesting that deregulation of the cell cycle is a driver of osteosarcomagenesis.",2012,"Biomarkers, Tumor; Biopsy; Bone Neoplasms; Cluster Analysis; Disease Progression; Female; Gene Dosage; Gene Expression Profiling; Gene Expression Regulation, Neoplastic; Genomic Instability; Humans; Male; Mesenchymal Stem Cells; Osteoblasts; Osteosarcoma",3
36638332,ASPM,10.1158/0008-5472.CAN-22-2496,ASPM Activates Hedgehog and Wnt Signaling to Promote Small Cell Lung Cancer Stemness and Progression.,"Small cell lung cancer (SCLC) is among the most aggressive and lethal human malignancies. Most patients with SCLC who initially respond to chemotherapy develop disease relapse. Therefore, there is a pressing need to identify novel driver mechanisms of SCLC progression to unlock treatment strategies to improve patient prognosis. SCLC cells comprise subsets of cells possessing progenitor or stem cell properties, while the underlying regulatory pathways remain elusive. Here, we identified the isoform 1 of the neurogenesis-associated protein ASPM (ASPM-I1) as a prominently upregulated stemness-associated gene during the self-renewal of SCLC cells. The expression of ASPM-I1 was found to be upregulated in SCLC cells and tissues, correlated with poor patient prognosis, and indispensable for SCLC stemness and tumorigenesis. A reporter array screening identified multiple developmental signaling pathways, including Hedgehog (Hh) and Wnt pathways, whose activity in SCLC cells depended upon ASPM-I1 expression. Mechanistically, ASPM-I1 stabilized the Hh transcriptional factor GLI1 at the protein level through a unique exon-18-encoded region by competing with the E3 ligases &#x3b2;-TrCP and CUL3. In parallel, ASPM-I1 sustains the transcription of the Hh pathway transmembrane regulator SMO through the Wnt-DVL3-&#x3b2;-catenin signaling axis. Functional studies verified that the ASPM-I1-regulated Hh and Wnt activities significantly contributed to SCLC aggressiveness in vivo. Consistently, the expression of ASPM-I1 positively correlated with GLI1 and stemness markers in SCLC tissues. This study illuminates an ASPM-I1-mediated regulatory module that drives tumor stemness and progression in SCLC, providing an exploitable diagnostic and therapeutic target. ASPM promotes SCLC stemness and aggressiveness by stabilizing the expression of GLI1, DVL3, and SMO, representing a novel regulatory hub of Hh and Wnt signaling and targetable vulnerability.",2023,"Humans; Wnt Signaling Pathway; Small Cell Lung Carcinoma; Hedgehog Proteins; Zinc Finger Protein GLI1; Cell Line, Tumor; Neoplasm Recurrence, Local; Lung Neoplasms; Nerve Tissue Proteins; Gene Expression Regulation, Neoplastic",3
33515163,ASPM,10.1007/s10120-020-01154-5,A multi-mode Wnt- and stemness-regulatory module dictated by FOXM1 and ASPM isoform I in gastric cancer.,"Gastric cancer (GC) is the third leading cause of cancer mortality globally and a molecularly heterogeneous disease. Identifying the driver pathways in GC progression is crucial to improving the clinical outcome. Recent studies identified ASPM (abnormal spindle-like microcephaly-associated) and FOXM1 (Forkhead box protein M1) as novel Wnt and cancer stem cell (CSC) regulators; their pathogenetic roles and potential crosstalks in GC remain unclarified. The expression patterns of ASPM isoforms and FOXM1 were profiled in normal gastric epithelial and GC tissues. The functional roles of ASPM and FOXM1 in Wnt activity, cancer stemness and GC progression, and the underlying signaling processes were investigated. Approximately one third of GC cells upregulate the expression of ASPM isoform I (ASPMiI) in their cytoplasm; the tumors with a high ASPMiI positive score (&#x2265;&#x2009;10%) are associated with a poor prognosis of the patients. Mechanistically, the molecular interplay among FOXM1, ASPMiI and DVL3 was found to converge on &#x3b2;-catenin to control the Wnt activity and the stemness property of GC cells. This multi-mode Wnt-regulatory module serves to reinforce Wnt signals in CSCs by transcriptional regulation (FOXM1-ASPM), protein-protein interactions (ASPMiI-DVL3-&#x3b2;-catenin), and nuclear translocation (FOXM1-&#x3b2;-catenin). This study illuminates a novel Wnt- and stemness-regulatory mechanism in GC cells and identifies a novel subset of FOXM1<sup>high</sup>ASPMiI<sup>high</sup> GC with potential to guide Wnt- and stemness-related diagnostics and therapies.",2021,"ASPM; FOXM1; Gastric cancer; Stemness; Wnt; Cell Line, Tumor; China; Forkhead Box Protein M1; Gene Expression Regulation, Neoplastic; Humans; Nerve Tissue Proteins; Stomach Neoplasms; Survival Analysis; Wnt Signaling Pathway",3
29577351,ASPM,10.1002/bies.201700243,A New Way to Treat Brain Tumors: Targeting Proteins Coded by Microcephaly Genes?: Brain tumors and microcephaly arise from opposing derangements regulating progenitor growth. Drivers of microcephaly could be attractive brain tumor targets.,"New targets for brain tumor therapies may be identified by mutations that cause hereditary microcephaly. Brain growth depends on the repeated proliferation of stem and progenitor cells. Microcephaly syndromes result from mutations that specifically impair the ability of brain progenitor or stem cells to proliferate, by inducing either premature differentiation or apoptosis. Brain tumors that derive from brain progenitor or stem cells may share many of the specific requirements of their cells of origin. These tumors may therefore be susceptible to disruptions of the protein products of genes that are mutated in microcephaly. The potential for the products of microcephaly genes to be therapeutic targets in brain tumors are highlighted hereby reviewing research on EG5, KIF14, ASPM, CDK6, and ATR. Treatments that disrupt these proteins may open new avenues for brain tumor therapy that have increased efficacy and decreased toxicity.",2019,glioma; medulloblastoma; microcephaly; mitosis; targeted therapy; Animals; Brain; Brain Neoplasms; Cell Differentiation; Glioma; Humans; Medulloblastoma; Microcephaly; Mitosis,3
37191407,CENPF,10.14336/AD.2022.1021,An Integrative Multi-Omics Analysis of The Molecular Links between Aging and Aggressiveness in Thyroid Cancers.,"Aging modifies risk in all cancers, but age is used as a clinical staging criterion uniquely in thyroid cancer (TC). The molecular drivers of age-dependent TC onset and aggressiveness remain poorly understood. We applied an integrative, multi-omics data analysis approach to characterize these signatures. Our analysis reveals that aging, independent of BRAF<sup>V600E</sup> mutational status, drives a significant accumulation of aggressiveness-related markers and poorer survival outcomes, most noticeably at age 55 and over. We identified that chromosomal alterations in loci 1p/1q as aging-associated drivers of aggressiveness, and that depleted infiltration with tumor surveillant CD8+T and follicular helper T cells, dysregulation of proteostasis- and senescence-related processes, and ERK1/2 signaling cascade are key features of the aging thyroid and TC onset/progression and aggressiveness in aging patients but not in young individuals. A panel of 23 genes, including those related to cell division such as CENPF, ERCC6L, and the kinases MELK and NEK2, were identified and rigorously characterized as aging-dependent and aggressiveness-specific markers. These genes effectively stratified patients into aggressive clusters with distinct phenotypic enrichment and genomic/transcriptomic profiles. This panel also showed excellent performance in predicting metastasis stage, BRAF<sup>V600E</sup>, TERT promoter mutation, and survival outcomes and was superior to the American Thyroid Association (ATA) methodology in predicting aggressiveness risk. Our analysis established clinically relevant biomarkers for TC aggressiveness factoring in aging as an important component.",2023,NA,5
